device_name	latitude	longitude	timestamp_from	timestamp_until	bike_count	bike_avg_speed	weather_timestamp	temperature	wind_speed	wind_direction	humidity	barometer	visibility	time_window	Ice fog	Snow flurries	Light fog	Quite cool	Rain	Sleet	Haze	Freezing rain	Cool	Fog	Light rain	Light freezing rain	Cloudy	Light snow	Chilly	Drizzle	Low clouds	Rain showers	Snow	Scattered showers	Snow showers	Hail	Thundershowers	Sprinkles	Thunderstorms	Partly sunny	Scattered clouds	Clear	Sunny	Partly cloudy	Passing clouds	Broken clouds	time_day_of_week_window
CEK049	50.82448	4.393893	1561043700	1561044600	24	24	1561044000	19	22	Wind blowing from 300° West-northwest to East-southeast	68	1014		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561044600	1561045500	17	23	1561045800	19	19	Wind blowing from 290° West-northwest to East-southeast	64	1014		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561045500	1561046400	24	22	1561045800	19	19	Wind blowing from 290° West-northwest to East-southeast	64	1014		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561046400	1561047300	24	20	1561047600	19	20	Wind blowing from 280° West to East	60	1014		18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561047300	1561048200	12	21	1561047600	19	20	Wind blowing from 280° West to East	60	1014		18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561048200	1561049100	11	22	1561049400	20	17	Wind blowing from 260° West to East	56	1014		18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561049100	1561050000	10	25	1561049400	20	17	Wind blowing from 260° West to East	56	1014		18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561050000	1561050900	13	24	1561051200	19	15	Wind blowing from 270° West to East	56	1014		19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561050900	1561051800	15	25	1561051200	19	15	Wind blowing from 270° West to East	56	1014		19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561051800	1561052700	6	21	1561053000	18	19	Wind blowing from 260° West to East	56	1015		19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561052700	1561053600	9	20	1561053000	18	19	Wind blowing from 260° West to East	56	1015		19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
CEK049	50.82448	4.393893	1561053600	1561054500	11	19	1561054800	18	17	Wind blowing from 250° West-southwest to East-northeast	52	1015	16.0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
CEK049	50.82448	4.393893	1561054500	1561055400	15	23	1561054800	18	17	Wind blowing from 250° West-southwest to East-northeast	52	1015	16.0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
CEK049	50.82448	4.393893	1561055400	1561056300	15	19	1561056600	18	19	Wind blowing from 260° West to East	52	1015		20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561056300	1561057200	8	18	1561056600	18	19	Wind blowing from 260° West to East	52	1015		20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561057200	1561058100	5	20	1561058400	17	17	Wind blowing from 280° West to East	56	1016		21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561058100	1561059000	12	21	1561058400	17	17	Wind blowing from 280° West to East	56	1016		21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
CEK049	50.82448	4.393893	1561059000	1561059900	10	21	1561060200	16	15	Wind blowing from 260° West to East	59	1016		21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
