device_name	latitude	longitude	timestamp_from	timestamp_until	bike_count	bike_avg_speed
CEK049	50.82448	4.393893	1544841900	1544842800	1	10
CEK049	50.82448	4.393893	1544845500	1544846400	1	18
CEK049	50.82448	4.393893	1544847300	1544848200	1	16
CEK049	50.82448	4.393893	1544849100	1544850000	1	17
CEK049	50.82448	4.393893	1544850000	1544850900	2	15
CEK049	50.82448	4.393893	1544851800	1544852700	1	18
CEK049	50.82448	4.393893	1544852700	1544853600	1	20
CEK049	50.82448	4.393893	1544853600	1544854500	3	15
CEK049	50.82448	4.393893	1544855400	1544856300	1	19
CEK049	50.82448	4.393893	1544856300	1544857200	3	21
CEK049	50.82448	4.393893	1544857200	1544858100	2	19
CEK049	50.82448	4.393893	1544858100	1544859000	5	21
CEK049	50.82448	4.393893	1544859000	1544859900	5	18
CEK049	50.82448	4.393893	1544859900	1544860800	1	24
CEK049	50.82448	4.393893	1544860800	1544861700	1	14
CEK049	50.82448	4.393893	1544861700	1544862600	9	20
CEK049	50.82448	4.393893	1544862600	1544863500	4	18
CEK049	50.82448	4.393893	1544863500	1544864400	6	18
CEK049	50.82448	4.393893	1544864400	1544865300	5	20
CEK049	50.82448	4.393893	1544865300	1544866200	3	19
CEK049	50.82448	4.393893	1544866200	1544867100	4	20
CEK049	50.82448	4.393893	1544867100	1544868000	4	23
CEK049	50.82448	4.393893	1544868000	1544868900	6	18
CEK049	50.82448	4.393893	1544868900	1544869800	8	23
CEK049	50.82448	4.393893	1544869800	1544870700	9	21
CEK049	50.82448	4.393893	1544870700	1544871600	10	20
CEK049	50.82448	4.393893	1544871600	1544872500	6	17
CEK049	50.82448	4.393893	1544872500	1544873400	9	21
CEK049	50.82448	4.393893	1544873400	1544874300	5	25
CEK049	50.82448	4.393893	1544874300	1544875200	4	23
CEK049	50.82448	4.393893	1544875200	1544876100	9	21
CEK049	50.82448	4.393893	1544876100	1544877000	4	25
CEK049	50.82448	4.393893	1544877000	1544877900	8	19
CEK049	50.82448	4.393893	1544877900	1544878800	4	22
CEK049	50.82448	4.393893	1544878800	1544879700	5	22
CEK049	50.82448	4.393893	1544879700	1544880600	6	22
CEK049	50.82448	4.393893	1544880600	1544881500	4	18
CEK049	50.82448	4.393893	1544881500	1544882400	7	20
CEK049	50.82448	4.393893	1544882400	1544883300	10	19
CEK049	50.82448	4.393893	1544883300	1544884200	7	21
CEK049	50.82448	4.393893	1544884200	1544885100	5	19
CEK049	50.82448	4.393893	1544885100	1544886000	5	20
CEK049	50.82448	4.393893	1544886000	1544886900	6	22
CEK049	50.82448	4.393893	1544886900	1544887800	7	14
CEK049	50.82448	4.393893	1544887800	1544888700	3	23
CEK049	50.82448	4.393893	1544888700	1544889600	4	18
CEK049	50.82448	4.393893	1544889600	1544890500	6	18
CEK049	50.82448	4.393893	1544890500	1544891400	16	19
CEK049	50.82448	4.393893	1544891400	1544892300	7	14
CEK049	50.82448	4.393893	1544892300	1544893200	6	22
CEK049	50.82448	4.393893	1544893200	1544894100	15	20
CEK049	50.82448	4.393893	1544895000	1544895900	7	21
CEK049	50.82448	4.393893	1544895900	1544896800	7	17
CEK049	50.82448	4.393893	1544896800	1544897700	7	19
CEK049	50.82448	4.393893	1544897700	1544898600	2	26
CEK049	50.82448	4.393893	1544898600	1544899500	7	17
CEK049	50.82448	4.393893	1544899500	1544900400	1	22
CEK049	50.82448	4.393893	1544900400	1544901300	2	20
CEK049	50.82448	4.393893	1544901300	1544902200	3	23
CEK049	50.82448	4.393893	1544903100	1544904000	2	22
CEK049	50.82448	4.393893	1544904000	1544904900	1	17
CEK049	50.82448	4.393893	1544904900	1544905800	2	19
CEK049	50.82448	4.393893	1544905800	1544906700	4	22
CEK049	50.82448	4.393893	1544906700	1544907600	1	25
CEK049	50.82448	4.393893	1544907600	1544908500	2	17
CEK049	50.82448	4.393893	1544910300	1544911200	2	17
CEK049	50.82448	4.393893	1544911200	1544912100	1	10
CEK049	50.82448	4.393893	1544912100	1544913000	1	19
CEK049	50.82448	4.393893	1544913000	1544913900	2	25
CEK049	50.82448	4.393893	1544913900	1544914799	1	20
CEK049	50.82448	4.393893	1544914800	1544915700	3	20
CEK049	50.82448	4.393893	1544915700	1544916600	4	16
CEK049	50.82448	4.393893	1544918400	1544919300	1	19
CEK049	50.82448	4.393893	1544920200	1544921100	1	6
CEK049	50.82448	4.393893	1544922000	1544922900	2	15
CEK049	50.82448	4.393893	1544923800	1544924700	1	17
CEK049	50.82448	4.393893	1544925600	1544926500	1	16
CEK049	50.82448	4.393893	1544931900	1544932800	1	11
CEK049	50.82448	4.393893	1544937300	1544938200	2	14
CEK049	50.82448	4.393893	1544939100	1544940000	2	20
CEK049	50.82448	4.393893	1544940000	1544940900	1	19
CEK049	50.82448	4.393893	1544940900	1544941800	1	21
CEK049	50.82448	4.393893	1544941800	1544942700	1	23
CEK049	50.82448	4.393893	1544944500	1544945400	5	20
CEK049	50.82448	4.393893	1544945400	1544946300	3	19
CEK049	50.82448	4.393893	1544946300	1544947200	2	19
CEK049	50.82448	4.393893	1544947200	1544948100	1	24
CEK049	50.82448	4.393893	1544948100	1544949000	2	20
CEK049	50.82448	4.393893	1544949000	1544949900	5	20
CEK049	50.82448	4.393893	1544949900	1544950800	14	11
CEK049	50.82448	4.393893	1544950800	1544951700	4	24
CEK049	50.82448	4.393893	1544951700	1544952600	5	21
CEK049	50.82448	4.393893	1544952600	1544953500	3	20
CEK049	50.82448	4.393893	1544953500	1544954400	4	19
CEK049	50.82448	4.393893	1544954400	1544955300	4	21
CEK049	50.82448	4.393893	1544955300	1544956200	6	17
CEK049	50.82448	4.393893	1544956200	1544957100	4	20
CEK049	50.82448	4.393893	1544957100	1544958000	7	21
CEK049	50.82448	4.393893	1544958000	1544958900	6	18
CEK049	50.82448	4.393893	1544958900	1544959800	3	25
CEK049	50.82448	4.393893	1544959800	1544960700	2	23
CEK049	50.82448	4.393893	1544960700	1544961600	9	19
CEK049	50.82448	4.393893	1544961600	1544962500	2	27
CEK049	50.82448	4.393893	1544962500	1544963400	12	20
CEK049	50.82448	4.393893	1544963400	1544964300	7	23
CEK049	50.82448	4.393893	1544964300	1544965200	5	20
CEK049	50.82448	4.393893	1544965200	1544966100	2	27
CEK049	50.82448	4.393893	1544966100	1544967000	9	15
CEK049	50.82448	4.393893	1544967000	1544967900	2	19
CEK049	50.82448	4.393893	1544967900	1544968800	4	19
CEK049	50.82448	4.393893	1544968800	1544969700	3	20
CEK049	50.82448	4.393893	1544969700	1544970600	4	19
CEK049	50.82448	4.393893	1544970600	1544971500	4	17
CEK049	50.82448	4.393893	1544971500	1544972400	9	18
CEK049	50.82448	4.393893	1544972400	1544973300	9	18
CEK049	50.82448	4.393893	1544973300	1544974200	10	17
CEK049	50.82448	4.393893	1544974200	1544975100	6	20
CEK049	50.82448	4.393893	1544975100	1544976000	7	21
CEK049	50.82448	4.393893	1544976000	1544976900	8	18
CEK049	50.82448	4.393893	1544976900	1544977800	7	19
CEK049	50.82448	4.393893	1544977800	1544978700	2	18
CEK049	50.82448	4.393893	1544978700	1544979600	7	24
CEK049	50.82448	4.393893	1544979600	1544980500	12	19
